sample_id,replica,collection_date,complete_name,ph,temperature,country,city,plant
1014117,1,2020-12-28,DTU_2022_1014117_1_MG_HU_BU_3_201228_GSL_715,7.75,15.7,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep
1014098,1,2020-09-07,DTU_2022_1014098_1_MG_HU_BU_3_200907_GSL_274,7.72,22.5,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep
1014137,1,2021-04-04,DTU_2022_1014137_1_MG_HU_BU_3_210404_GSL_944,7.76,14.0,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep
1014087,1,2020-06-01,DTU_2022_1014087_1_MG_HU_BU_3_200601_GSL_166,7.72,19.1,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep
1014135,1,2021-05-04,DTU_2022_1014135_1_MG_HU_BU_3_210504_GSL_911,7.39,17.1,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep
1014107,1,2020-11-03,DTU_2022_1014107_1_MG_HU_BU_3_201103_GSL_404,8.01,19.0,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep
1014082,1,2020-05-18,DTU_2022_1014082_1_MG_HU_BU_3_200518_GSL_42,7.56,20.4,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep
1014093,1,2020-08-03,DTU_2022_1014093_1_MG_HU_BU_3_200803_GSL_242,7.59,23.4,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep
1014134,1,2021-04-26,DTU_2022_1014134_1_MG_HU_BU_3_210426_GSL_907,7.59,16.3,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep
1014091,1,2020-07-27,DTU_2022_1014091_1_MG_HU_BU_3_200721_GSL_198,7.87,23.7,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep
1015089,1,2020-07-14,DTU_2022_1015089_1_MG_IT_RO_200714_GSL_353,7.95,17.8,Italy,Rome,ATO2 Wastewater Treatment Plant
1015094,1,2020-08-26,DTU_2022_1015094_1_MG_IT_RO_200826_GSL_358,7.26,18.5,Italy,Rome,ATO2 Wastewater Treatment Plant
1015096,1,2020-09-08,DTU_2022_1015096_1_MG_IT_RO_200908_GSL_360,7.72,17.9,Italy,Rome,ATO2 Wastewater Treatment Plant
1015077,1,2020-04-14,DTU_2022_1015077_1_MG_IT_RO_200414_GSL_5,7.9,13.2,Italy,Rome,ATO2 Wastewater Treatment Plant
1015087,1,2020-06-30,DTU_2022_1015087_1_MG_IT_RO_200630_GSL_351,7.85,17.8,Italy,Rome,ATO2 Wastewater Treatment Plant
1015075,1,2020-03-31,DTU_2022_1015075_1_MG_IT_RO_200331_GSL_3,7.92,13.7,Italy,Rome,ATO2 Wastewater Treatment Plant
1015100,1,2020-10-06,DTU_2022_1015100_1_MG_IT_RO_201006_GSL_364,8.01,16.6,Italy,Rome,ATO2 Wastewater Treatment Plant
1015085,1,2020-06-16,DTU_2022_1015085_1_MG_IT_RO_200616_GSL_91,7.59,16.6,Italy,Rome,ATO2 Wastewater Treatment Plant
1015078,1,2020-04-21,DTU_2022_1015078_1_MG_IT_RO_200421_GSL_84,7.9,15.1,Italy,Rome,ATO2 Wastewater Treatment Plant
1015081,1,2020-05-12,DTU_2022_1015081_1_MG_IT_RO_200512_GSL_87,7.56,16.2,Italy,Rome,ATO2 Wastewater Treatment Plant
1015083,1,2020-05-26,DTU_2022_1015083_1_MG_IT_RO_200526_GSL_89,7.59,15.9,Italy,Rome,ATO2 Wastewater Treatment Plant
1015098,1,2020-09-22,DTU_2022_1015098_1_MG_IT_RO_200922_GSL_362,7.73,18.7,Italy,Rome,ATO2 Wastewater Treatment Plant
1015105,1,2020-11-10,DTU_2022_1015105_1_MG_IT_RO_201110_GSL_369,7.86,14.8,Italy,Rome,ATO2 Wastewater Treatment Plant
1015107,1,2020-11-24,DTU_2022_1015107_1_MG_IT_RO_201124_GSL_371,7.99,13.4,Italy,Rome,ATO2 Wastewater Treatment Plant
1015109,1,2020-12-09,DTU_2022_1015109_1_MG_IT_RO_201209_GSL_373,7.97,12.2,Italy,Rome,ATO2 Wastewater Treatment Plant
1015073,1,2020-03-17,DTU_2022_1015073_1_MG_IT_RO_200317_GSL_1,7.95,12.8,Italy,Rome,ATO2 Wastewater Treatment Plant
1015093,1,2020-08-13,DTU_2022_1015093_1_MG_IT_RO_200813_GSL_357,7.92,18.6,Italy,Rome,ATO2 Wastewater Treatment Plant
1015091,1,2020-07-31,DTU_2022_1015091_1_MG_IT_RO_200731_GSL_355,7.66,20.0,Italy,Rome,ATO2 Wastewater Treatment Plant
1015103,1,2020-10-27,DTU_2022_1015103_1_MG_IT_RO_201027_GSL_367,7.96,15.7,Italy,Rome,ATO2 Wastewater Treatment Plant
1015108,1,2020-12-01,DTU_2022_1015108_1_MG_IT_RO_201201_GSL_372,8.05,12.7,Italy,Rome,ATO2 Wastewater Treatment Plant
